Pickup_Location,Destination,Courier_Type,Historical_Deliveries,Actual_Delivery_Days
Pune,Bangalore,Same Day,1,1
Ahmedabad,Pune,Express,3,4
Chennai,Ahmedabad,Standard,7,7
Delhi,Pune,Standard,7,6
Bangalore,Pune,Same Day,7,7
Chennai,Delhi,Standard,6,5
Pune,Kolkata,Same Day,7,8
Delhi,Ahmedabad,Express,5,4
Mumbai,Ahmedabad,Standard,1,1
Ahmedabad,Bangalore,Same Day,6,5
Kolkata,Mumbai,Standard,7,7
Hyderabad,Pune,Same Day,1,2
Chennai,Delhi,Express,4,3
Delhi,Bangalore,Express,3,4
Ahmedabad,Ahmedabad,Same Day,5,6
Mumbai,Kolkata,Same Day,3,3
Mumbai,Bangalore,Express,5,4
Chennai,Pune,Express,6,7
Ahmedabad,Ahmedabad,Express,3,2
Delhi,Chennai,Standard,2,1
Ahmedabad,Mumbai,Express,1,1
Chennai,Chennai,Express,3,2
Ahmedabad,Chennai,Same Day,5,4
Hyderabad,Pune,Express,1,1
Hyderabad,Ahmedabad,Standard,3,4
Hyderabad,Ahmedabad,Standard,1,1
Ahmedabad,Mumbai,Same Day,1,1
Hyderabad,Hyderabad,Same Day,5,4
Pune,Bangalore,Express,1,1
Delhi,Bangalore,Same Day,6,6
Ahmedabad,Bangalore,Same Day,6,7
Pune,Chennai,Same Day,3,2
Kolkata,Mumbai,Standard,5,5
Chennai,Ahmedabad,Express,5,4
Delhi,Ahmedabad,Standard,2,3
Chennai,Kolkata,Standard,7,6
Delhi,Hyderabad,Express,4,4
Bangalore,Ahmedabad,Standard,3,4
Delhi,Pune,Standard,2,1
Mumbai,Hyderabad,Standard,7,6
Ahmedabad,Bangalore,Same Day,2,3
Ahmedabad,Pune,Same Day,3,3
Chennai,Ahmedabad,Standard,5,6
Mumbai,Hyderabad,Standard,1,1
Ahmedabad,Chennai,Express,4,4
Kolkata,Ahmedabad,Express,6,7
Chennai,Hyderabad,Express,1,1
Hyderabad,Chennai,Same Day,4,4
Kolkata,Chennai,Same Day,5,6
Mumbai,Hyderabad,Express,4,3
Chennai,Pune,Express,6,7
Mumbai,Bangalore,Express,5,6
Chennai,Kolkata,Express,5,5
Pune,Kolkata,Standard,2,3
Hyderabad,Hyderabad,Same Day,6,7
Bangalore,Delhi,Same Day,2,3
Delhi,Mumbai,Same Day,6,7
Kolkata,Mumbai,Same Day,5,4
Delhi,Ahmedabad,Express,6,5
Kolkata,Pune,Same Day,2,2
Kolkata,Hyderabad,Same Day,3,3
Bangalore,Mumbai,Standard,2,1
Kolkata,Mumbai,Standard,1,2
Bangalore,Pune,Standard,4,5
Bangalore,Mumbai,Standard,7,8
Chennai,Chennai,Express,6,5
Ahmedabad,Ahmedabad,Same Day,3,2
Hyderabad,Ahmedabad,Same Day,4,5
Ahmedabad,Pune,Express,7,6
Hyderabad,Delhi,Standard,3,2
Mumbai,Kolkata,Same Day,6,5
Bangalore,Mumbai,Express,6,6
Ahmedabad,Bangalore,Same Day,6,7
Chennai,Bangalore,Same Day,5,4
Mumbai,Mumbai,Standard,1,2
Kolkata,Chennai,Same Day,2,1
Pune,Kolkata,Same Day,2,2
Kolkata,Mumbai,Same Day,4,3
Chennai,Ahmedabad,Same Day,6,7
Kolkata,Delhi,Standard,1,2
Ahmedabad,Bangalore,Express,1,1
Chennai,Bangalore,Same Day,7,8
Bangalore,Hyderabad,Same Day,4,3
Pune,Ahmedabad,Standard,7,8
Ahmedabad,Delhi,Standard,7,8
Ahmedabad,Chennai,Standard,4,5
Kolkata,Bangalore,Express,7,7
Delhi,Chennai,Same Day,2,2
Hyderabad,Hyderabad,Express,2,3
Pune,Hyderabad,Same Day,6,6
Delhi,Ahmedabad,Express,7,7
Bangalore,Hyderabad,Standard,5,4
Delhi,Pune,Standard,1,1
Delhi,Pune,Express,7,6
Ahmedabad,Mumbai,Standard,2,1
Kolkata,Ahmedabad,Express,7,6
Pune,Delhi,Same Day,4,3
Hyderabad,Kolkata,Standard,3,2
Chennai,Chennai,Standard,3,4
Delhi,Bangalore,Express,1,2
Mumbai,Ahmedabad,Same Day,6,7
Kolkata,Delhi,Express,2,3
Bangalore,Chennai,Same Day,5,6
Chennai,Kolkata,Standard,1,2
Delhi,Ahmedabad,Express,1,2
Pune,Chennai,Standard,1,2
Mumbai,Ahmedabad,Standard,7,7
Chennai,Bangalore,Standard,6,6
Hyderabad,Bangalore,Express,1,2
Hyderabad,Pune,Express,1,1
Hyderabad,Delhi,Express,4,3
Chennai,Bangalore,Standard,5,6
Chennai,Mumbai,Standard,7,8
Pune,Hyderabad,Express,6,6
Mumbai,Pune,Express,7,7
Kolkata,Ahmedabad,Express,1,1
Bangalore,Ahmedabad,Express,5,5
Hyderabad,Ahmedabad,Same Day,1,1
Pune,Hyderabad,Express,2,3
Bangalore,Mumbai,Standard,1,1
Bangalore,Delhi,Same Day,1,1
Ahmedabad,Kolkata,Standard,7,6
Bangalore,Chennai,Standard,6,5
Hyderabad,Mumbai,Express,5,6
Hyderabad,Delhi,Express,3,2
Chennai,Kolkata,Standard,6,5
Pune,Delhi,Standard,4,5
Mumbai,Delhi,Express,4,5
Bangalore,Mumbai,Express,7,7
Bangalore,Hyderabad,Same Day,3,4
Bangalore,Bangalore,Standard,1,1
Ahmedabad,Ahmedabad,Same Day,6,5
Delhi,Ahmedabad,Express,2,1
Ahmedabad,Kolkata,Same Day,2,2
Mumbai,Ahmedabad,Same Day,6,5
Bangalore,Mumbai,Express,4,5
Mumbai,Pune,Standard,6,7
Kolkata,Bangalore,Standard,7,6
Ahmedabad,Kolkata,Same Day,7,8
Kolkata,Kolkata,Express,3,4
Ahmedabad,Mumbai,Express,5,4
Chennai,Mumbai,Same Day,5,5
Bangalore,Kolkata,Standard,6,7
Bangalore,Ahmedabad,Express,2,2
Mumbai,Mumbai,Same Day,5,6
Ahmedabad,Pune,Same Day,1,1
Kolkata,Delhi,Express,2,1
Kolkata,Chennai,Same Day,1,2
Pune,Delhi,Same Day,7,8
Chennai,Hyderabad,Standard,2,2
Kolkata,Kolkata,Express,6,5
Chennai,Kolkata,Standard,5,6
Mumbai,Mumbai,Express,2,1
Bangalore,Pune,Same Day,3,3
Ahmedabad,Hyderabad,Express,1,1
Mumbai,Kolkata,Express,2,3
Kolkata,Ahmedabad,Standard,4,4
Delhi,Ahmedabad,Express,5,6
Chennai,Kolkata,Same Day,7,8
Kolkata,Bangalore,Standard,6,7
Pune,Hyderabad,Same Day,3,2
Mumbai,Bangalore,Same Day,3,4
Bangalore,Delhi,Same Day,7,6
Delhi,Mumbai,Express,5,5
Pune,Chennai,Express,1,1
Kolkata,Bangalore,Standard,7,8
Bangalore,Kolkata,Express,6,5
Pune,Mumbai,Express,6,5
Hyderabad,Delhi,Same Day,6,5
Kolkata,Delhi,Express,4,4
Delhi,Pune,Express,2,2
Chennai,Hyderabad,Standard,1,2
Kolkata,Kolkata,Express,2,2
Mumbai,Pune,Same Day,3,4
Hyderabad,Mumbai,Same Day,5,4
Ahmedabad,Bangalore,Standard,1,1
Mumbai,Kolkata,Standard,4,5
Bangalore,Pune,Express,5,5
Mumbai,Pune,Same Day,4,5
Delhi,Pune,Express,5,5
Ahmedabad,Delhi,Express,1,2
Pune,Chennai,Express,5,5
Kolkata,Chennai,Standard,6,7
Pune,Chennai,Standard,2,3
Bangalore,Hyderabad,Express,6,6
Hyderabad,Ahmedabad,Express,3,3
Hyderabad,Chennai,Same Day,5,6
Hyderabad,Delhi,Standard,2,2
Mumbai,Delhi,Standard,6,6
Pune,Mumbai,Same Day,2,3
Kolkata,Pune,Express,7,8
Chennai,Delhi,Standard,3,2
Pune,Mumbai,Express,3,3
Hyderabad,Ahmedabad,Express,4,5
Pune,Kolkata,Express,2,1
Mumbai,Kolkata,Standard,6,6
Kolkata,Delhi,Same Day,2,3
Hyderabad,Hyderabad,Express,5,5
Mumbai,Delhi,Standard,1,1
Pune,Pune,Same Day,7,6
Ahmedabad,Hyderabad,Same Day,6,6
Bangalore,Chennai,Express,5,4
Chennai,Delhi,Same Day,4,4
Kolkata,Pune,Express,2,1
Kolkata,Ahmedabad,Same Day,2,3
Pune,Ahmedabad,Express,3,4
Delhi,Pune,Standard,4,4
Hyderabad,Pune,Standard,5,6
Bangalore,Pune,Same Day,4,3
Mumbai,Mumbai,Same Day,4,5
Delhi,Kolkata,Express,1,1
Chennai,Chennai,Standard,6,6
Kolkata,Bangalore,Express,3,2
Delhi,Mumbai,Standard,7,6
Hyderabad,Kolkata,Same Day,7,6
Hyderabad,Hyderabad,Express,6,6
Mumbai,Mumbai,Express,5,5
Bangalore,Chennai,Same Day,7,6
Pune,Kolkata,Standard,4,4
Kolkata,Delhi,Express,5,6
Pune,Delhi,Same Day,5,5
Mumbai,Chennai,Standard,7,8
Delhi,Ahmedabad,Express,4,3
Bangalore,Delhi,Express,5,4
Bangalore,Bangalore,Express,5,4
Mumbai,Mumbai,Express,7,8
Ahmedabad,Mumbai,Same Day,4,5
Bangalore,Kolkata,Express,1,1
Delhi,Bangalore,Same Day,7,7
Kolkata,Pune,Standard,7,7
Delhi,Ahmedabad,Express,5,6
Bangalore,Kolkata,Express,1,1
Kolkata,Pune,Express,3,2
Mumbai,Bangalore,Same Day,7,6
Mumbai,Pune,Standard,6,7
Delhi,Ahmedabad,Express,2,3
Mumbai,Kolkata,Express,1,1
Bangalore,Ahmedabad,Express,5,5
Pune,Bangalore,Same Day,5,4
Pune,Kolkata,Express,7,7
Pune,Bangalore,Express,2,1
Ahmedabad,Ahmedabad,Same Day,5,5
Kolkata,Pune,Standard,2,3
Kolkata,Mumbai,Express,5,4
Mumbai,Pune,Standard,6,7
Bangalore,Ahmedabad,Same Day,3,2
Hyderabad,Delhi,Express,3,3
Chennai,Hyderabad,Standard,2,2
Hyderabad,Kolkata,Standard,6,6
Kolkata,Ahmedabad,Standard,7,6
Ahmedabad,Hyderabad,Same Day,7,7
Mumbai,Ahmedabad,Standard,2,2
Chennai,Bangalore,Express,5,4
Kolkata,Chennai,Express,2,3
Delhi,Delhi,Same Day,1,2
Kolkata,Mumbai,Standard,1,1
Chennai,Bangalore,Same Day,5,5
Kolkata,Hyderabad,Standard,5,6
Ahmedabad,Chennai,Express,1,1
Ahmedabad,Kolkata,Standard,2,1
Pune,Pune,Standard,5,4
Chennai,Bangalore,Same Day,2,1
Pune,Kolkata,Express,5,5
Pune,Mumbai,Same Day,7,7
Hyderabad,Chennai,Standard,3,3
Chennai,Kolkata,Express,7,7
Bangalore,Mumbai,Standard,5,6
Hyderabad,Ahmedabad,Express,4,3
Pune,Pune,Same Day,4,4
Ahmedabad,Ahmedabad,Express,4,4
Chennai,Pune,Standard,2,3
Pune,Kolkata,Express,1,1
Hyderabad,Delhi,Standard,2,2
Chennai,Bangalore,Express,1,1
Kolkata,Kolkata,Same Day,4,3
Pune,Chennai,Standard,6,6
Bangalore,Kolkata,Express,7,7
Pune,Chennai,Standard,1,1
Kolkata,Hyderabad,Same Day,7,6
Ahmedabad,Kolkata,Same Day,4,4
Mumbai,Delhi,Express,4,4
Bangalore,Chennai,Same Day,1,1
Chennai,Hyderabad,Standard,4,4
Pune,Ahmedabad,Standard,6,6
Chennai,Chennai,Same Day,1,1
Hyderabad,Chennai,Standard,3,4
Mumbai,Bangalore,Express,2,3
Delhi,Delhi,Express,1,2
Mumbai,Mumbai,Same Day,1,2
Mumbai,Mumbai,Express,1,1
Kolkata,Kolkata,Express,2,2
Pune,Delhi,Express,6,6
Delhi,Ahmedabad,Same Day,2,1
Mumbai,Pune,Standard,5,5
Kolkata,Ahmedabad,Standard,5,5
Kolkata,Bangalore,Standard,3,2
Mumbai,Pune,Standard,5,5
Bangalore,Delhi,Same Day,5,5
Chennai,Delhi,Express,1,1
Chennai,Pune,Same Day,1,1
Chennai,Kolkata,Standard,1,1
Mumbai,Hyderabad,Express,1,1
Mumbai,Pune,Same Day,1,1
Delhi,Ahmedabad,Same Day,4,3
Hyderabad,Pune,Same Day,6,7
Bangalore,Hyderabad,Same Day,4,5
Delhi,Delhi,Standard,6,5
Chennai,Hyderabad,Same Day,5,6
Bangalore,Pune,Express,7,7
Hyderabad,Hyderabad,Same Day,6,6
Bangalore,Hyderabad,Standard,1,1
Kolkata,Delhi,Express,2,3
Ahmedabad,Mumbai,Same Day,1,1
Hyderabad,Pune,Express,6,7
Pune,Bangalore,Standard,2,2
Ahmedabad,Pune,Same Day,1,1
Ahmedabad,Delhi,Express,3,4
Chennai,Kolkata,Same Day,4,5
Ahmedabad,Hyderabad,Same Day,2,1
Bangalore,Bangalore,Same Day,4,4
Delhi,Pune,Standard,4,4
Kolkata,Delhi,Same Day,5,4
Mumbai,Mumbai,Express,3,2
Hyderabad,Mumbai,Same Day,5,6
Ahmedabad,Mumbai,Standard,6,6
Bangalore,Pune,Express,1,1
Bangalore,Mumbai,Standard,1,2
Kolkata,Kolkata,Express,2,1
Bangalore,Delhi,Standard,7,6
Hyderabad,Hyderabad,Standard,2,1
Ahmedabad,Bangalore,Same Day,1,1
Ahmedabad,Delhi,Express,6,7
Delhi,Mumbai,Standard,5,5
Ahmedabad,Mumbai,Same Day,1,1
Ahmedabad,Chennai,Express,6,7
Mumbai,Delhi,Same Day,2,3
Chennai,Chennai,Standard,5,6
Bangalore,Hyderabad,Same Day,1,1
Pune,Hyderabad,Express,1,2
Chennai,Delhi,Standard,6,6
Delhi,Hyderabad,Same Day,2,1
Pune,Kolkata,Standard,4,5
Hyderabad,Bangalore,Standard,5,6
Delhi,Mumbai,Standard,7,6
Hyderabad,Kolkata,Express,2,3
Ahmedabad,Pune,Standard,7,6
Kolkata,Mumbai,Standard,2,1
Ahmedabad,Pune,Same Day,1,1
Kolkata,Hyderabad,Express,5,6
Pune,Hyderabad,Standard,1,1
Bangalore,Chennai,Same Day,4,3
Delhi,Pune,Same Day,4,3
Hyderabad,Bangalore,Same Day,4,4
Pune,Pune,Express,7,8
Delhi,Delhi,Express,5,4
Hyderabad,Kolkata,Express,4,4
Chennai,Mumbai,Same Day,1,1
Hyderabad,Delhi,Same Day,2,1
Delhi,Hyderabad,Express,4,4
Kolkata,Bangalore,Same Day,2,1
Hyderabad,Bangalore,Standard,4,3
Kolkata,Bangalore,Express,5,5
Chennai,Chennai,Express,3,2
Delhi,Kolkata,Express,1,1
Chennai,Ahmedabad,Express,2,1
Ahmedabad,Bangalore,Same Day,6,5
Mumbai,Kolkata,Standard,1,2
Chennai,Ahmedabad,Express,2,2
Chennai,Hyderabad,Same Day,4,3
Pune,Mumbai,Express,5,6
Kolkata,Hyderabad,Same Day,1,1
Chennai,Mumbai,Same Day,3,2
Pune,Kolkata,Same Day,2,3
Hyderabad,Pune,Express,3,3
Ahmedabad,Hyderabad,Express,2,3
Ahmedabad,Hyderabad,Express,5,4
Chennai,Kolkata,Standard,1,2
Pune,Chennai,Express,1,1
Bangalore,Kolkata,Same Day,7,7
Chennai,Mumbai,Express,1,1
Chennai,Ahmedabad,Express,5,5
Delhi,Bangalore,Same Day,6,7
Delhi,Kolkata,Express,1,2
Kolkata,Chennai,Express,7,6
Bangalore,Chennai,Express,4,3
Bangalore,Mumbai,Express,3,3
Pune,Mumbai,Same Day,2,2
Pune,Mumbai,Same Day,4,4
Kolkata,Kolkata,Standard,1,2
Hyderabad,Kolkata,Express,1,2
Pune,Delhi,Express,1,1
Chennai,Delhi,Same Day,1,1
Delhi,Hyderabad,Same Day,7,6
Chennai,Chennai,Standard,4,5
Delhi,Mumbai,Express,3,2
Delhi,Hyderabad,Express,4,4
Kolkata,Kolkata,Standard,1,2
Ahmedabad,Bangalore,Same Day,4,3
Mumbai,Kolkata,Same Day,7,6
Kolkata,Delhi,Same Day,4,4
Hyderabad,Mumbai,Express,6,7
Chennai,Pune,Express,1,2
Mumbai,Bangalore,Same Day,2,1
Hyderabad,Bangalore,Standard,7,7
Pune,Hyderabad,Standard,7,7
Chennai,Mumbai,Same Day,1,1
Bangalore,Mumbai,Express,6,7
Mumbai,Delhi,Same Day,7,8
Pune,Mumbai,Standard,6,6
Pune,Delhi,Express,6,7
Pune,Mumbai,Standard,1,1
Kolkata,Delhi,Express,2,1
Pune,Pune,Express,7,8
Delhi,Mumbai,Standard,7,8
Chennai,Chennai,Same Day,6,7
Bangalore,Hyderabad,Standard,5,5
Delhi,Ahmedabad,Express,6,6
Ahmedabad,Ahmedabad,Standard,5,4
Pune,Hyderabad,Same Day,4,5
Kolkata,Delhi,Express,4,4
Bangalore,Ahmedabad,Standard,1,2
Mumbai,Chennai,Same Day,3,3
Bangalore,Mumbai,Express,5,4
Chennai,Hyderabad,Standard,5,6
Bangalore,Chennai,Express,6,5
Delhi,Bangalore,Same Day,6,6
Mumbai,Bangalore,Express,7,7
Kolkata,Mumbai,Express,7,7
Pune,Mumbai,Standard,4,5
Bangalore,Ahmedabad,Express,7,8
Chennai,Mumbai,Standard,5,6
Mumbai,Delhi,Express,5,5
Hyderabad,Hyderabad,Standard,3,4
Kolkata,Mumbai,Same Day,4,5
Mumbai,Bangalore,Express,6,5
Delhi,Chennai,Express,7,6
Mumbai,Bangalore,Express,1,1
Ahmedabad,Chennai,Same Day,3,3
Kolkata,Kolkata,Same Day,4,3
Chennai,Delhi,Same Day,2,1
Delhi,Pune,Standard,6,6
Kolkata,Bangalore,Standard,2,1
Pune,Delhi,Express,5,4
Kolkata,Delhi,Same Day,6,5
Chennai,Chennai,Same Day,3,2
Hyderabad,Ahmedabad,Same Day,5,4
Pune,Kolkata,Express,4,4
Mumbai,Bangalore,Same Day,3,4
Pune,Mumbai,Express,5,5
Mumbai,Chennai,Express,1,2
Pune,Kolkata,Express,7,7
Mumbai,Delhi,Same Day,3,3
Delhi,Kolkata,Same Day,5,4
Kolkata,Kolkata,Express,6,5
Mumbai,Hyderabad,Same Day,4,4
Pune,Hyderabad,Same Day,5,6
Pune,Hyderabad,Express,5,6
Hyderabad,Ahmedabad,Standard,2,2
Ahmedabad,Mumbai,Express,5,5
Hyderabad,Bangalore,Same Day,4,3
Bangalore,Kolkata,Same Day,2,2
Bangalore,Hyderabad,Express,3,2
Mumbai,Kolkata,Same Day,3,4
Ahmedabad,Mumbai,Same Day,2,1
Bangalore,Delhi,Standard,6,5
Delhi,Chennai,Same Day,2,1
Kolkata,Ahmedabad,Express,6,5
Chennai,Chennai,Express,3,2
Chennai,Bangalore,Same Day,7,8
Pune,Pune,Express,5,5
Delhi,Pune,Standard,6,7
Mumbai,Mumbai,Standard,7,6
Kolkata,Ahmedabad,Same Day,1,1
Mumbai,Ahmedabad,Express,3,4
Kolkata,Mumbai,Express,3,2
Pune,Ahmedabad,Standard,3,2
Pune,Bangalore,Standard,6,6
Mumbai,Delhi,Same Day,2,3
Mumbai,Chennai,Express,1,2
Ahmedabad,Kolkata,Express,4,5
Hyderabad,Kolkata,Standard,3,3
Pune,Delhi,Standard,7,7
Hyderabad,Bangalore,Same Day,3,2
Bangalore,Kolkata,Standard,5,4
Mumbai,Pune,Standard,4,5
Ahmedabad,Ahmedabad,Express,5,5
Hyderabad,Chennai,Standard,6,6
Kolkata,Pune,Same Day,6,7
Delhi,Ahmedabad,Same Day,6,5
Kolkata,Bangalore,Standard,1,1
Ahmedabad,Hyderabad,Standard,2,1
Pune,Hyderabad,Express,4,3
Kolkata,Kolkata,Standard,7,6
Hyderabad,Chennai,Same Day,3,2
Pune,Hyderabad,Same Day,3,3
Mumbai,Chennai,Express,3,4
Pune,Ahmedabad,Express,1,1
Pune,Pune,Standard,2,3
Hyderabad,Ahmedabad,Standard,6,7
Hyderabad,Kolkata,Same Day,4,5
Hyderabad,Delhi,Same Day,1,1
Ahmedabad,Kolkata,Standard,1,2
Ahmedabad,Kolkata,Express,5,4
Bangalore,Bangalore,Same Day,6,5
Pune,Delhi,Same Day,7,8
Kolkata,Delhi,Standard,7,7
Ahmedabad,Pune,Standard,7,8
Mumbai,Chennai,Express,6,5
Hyderabad,Chennai,Standard,1,2
Hyderabad,Hyderabad,Standard,5,5
Pune,Ahmedabad,Standard,6,6
Delhi,Chennai,Standard,3,4
Bangalore,Kolkata,Standard,5,5
Kolkata,Ahmedabad,Express,5,5
Ahmedabad,Pune,Same Day,4,4
Kolkata,Chennai,Same Day,5,6
Kolkata,Bangalore,Same Day,4,4
Mumbai,Kolkata,Express,6,5
Delhi,Kolkata,Express,5,6
Chennai,Mumbai,Express,7,6
Hyderabad,Delhi,Express,7,6
Delhi,Pune,Express,6,7
Bangalore,Ahmedabad,Standard,7,6
Chennai,Bangalore,Express,3,3
Mumbai,Kolkata,Express,3,2
Chennai,Mumbai,Express,7,6
Mumbai,Mumbai,Express,2,2
Hyderabad,Hyderabad,Same Day,6,5
Delhi,Mumbai,Same Day,7,7
Ahmedabad,Kolkata,Same Day,4,5
Kolkata,Hyderabad,Same Day,4,4
Mumbai,Delhi,Express,4,3
Mumbai,Hyderabad,Standard,3,4
Kolkata,Hyderabad,Same Day,7,7
Kolkata,Ahmedabad,Express,6,6
Mumbai,Delhi,Standard,7,7
Ahmedabad,Hyderabad,Same Day,4,5
Mumbai,Bangalore,Standard,5,6
Hyderabad,Hyderabad,Standard,2,2
Bangalore,Hyderabad,Same Day,4,4
Delhi,Hyderabad,Express,4,3
Kolkata,Bangalore,Standard,4,4
Pune,Chennai,Same Day,1,1
Mumbai,Delhi,Same Day,2,2
Pune,Pune,Express,5,5
Pune,Mumbai,Express,6,7
Ahmedabad,Ahmedabad,Express,5,4
Mumbai,Hyderabad,Standard,7,6
Delhi,Hyderabad,Express,1,1
Chennai,Kolkata,Express,4,5
Chennai,Kolkata,Standard,2,2
Mumbai,Ahmedabad,Same Day,6,6
Bangalore,Mumbai,Express,4,5
Kolkata,Mumbai,Express,5,4
Pune,Delhi,Same Day,6,5
Bangalore,Delhi,Standard,5,4
Chennai,Ahmedabad,Standard,7,7
Pune,Pune,Standard,4,4
Hyderabad,Ahmedabad,Standard,5,6
Kolkata,Hyderabad,Same Day,5,5
Ahmedabad,Chennai,Same Day,2,1
Delhi,Chennai,Standard,4,5
Bangalore,Mumbai,Same Day,6,7
Ahmedabad,Ahmedabad,Standard,1,2
Delhi,Delhi,Express,3,3
Hyderabad,Ahmedabad,Standard,4,5
Hyderabad,Pune,Same Day,4,4
Hyderabad,Delhi,Express,6,6
Bangalore,Bangalore,Same Day,6,7
Mumbai,Mumbai,Express,7,6
Delhi,Bangalore,Express,2,2
Hyderabad,Mumbai,Express,6,7
Ahmedabad,Delhi,Standard,3,4
Chennai,Delhi,Standard,5,6
Pune,Ahmedabad,Standard,7,7
Bangalore,Ahmedabad,Standard,1,2
Bangalore,Kolkata,Same Day,2,2
Kolkata,Bangalore,Standard,1,1
Pune,Bangalore,Same Day,5,6
Hyderabad,Hyderabad,Express,4,4
Mumbai,Chennai,Express,1,2
Pune,Bangalore,Standard,2,1
Pune,Ahmedabad,Standard,6,5
Hyderabad,Ahmedabad,Same Day,4,5
Chennai,Chennai,Standard,3,3
Delhi,Bangalore,Standard,2,1
Delhi,Bangalore,Standard,7,6
Hyderabad,Delhi,Express,2,3
Bangalore,Mumbai,Standard,3,4
Delhi,Kolkata,Express,3,3
Bangalore,Hyderabad,Express,4,3
Mumbai,Hyderabad,Express,6,5
Ahmedabad,Bangalore,Standard,3,4
Bangalore,Ahmedabad,Express,7,8
Delhi,Delhi,Express,7,8
Mumbai,Delhi,Express,1,1
Chennai,Hyderabad,Same Day,2,3
Mumbai,Mumbai,Standard,5,4
Bangalore,Bangalore,Same Day,1,1
Bangalore,Kolkata,Express,4,5
Hyderabad,Ahmedabad,Express,4,3
Ahmedabad,Delhi,Same Day,4,5
Hyderabad,Hyderabad,Same Day,5,5
Pune,Chennai,Same Day,1,2
Bangalore,Chennai,Express,5,4
Pune,Pune,Express,1,2
Hyderabad,Chennai,Standard,5,4
Chennai,Ahmedabad,Same Day,3,3
Mumbai,Delhi,Express,1,1
Delhi,Hyderabad,Same Day,4,5
Hyderabad,Bangalore,Express,4,3
Bangalore,Delhi,Same Day,4,5
Mumbai,Pune,Same Day,1,1
Mumbai,Bangalore,Express,5,6
Pune,Delhi,Standard,2,3
Chennai,Mumbai,Standard,6,5
Mumbai,Delhi,Express,7,8
Chennai,Bangalore,Same Day,6,5
Mumbai,Kolkata,Same Day,6,6
Bangalore,Pune,Standard,1,2
Chennai,Kolkata,Standard,3,4
Mumbai,Chennai,Standard,6,7
Ahmedabad,Ahmedabad,Standard,3,3
Mumbai,Delhi,Express,5,5
Chennai,Pune,Standard,3,4
Pune,Pune,Express,3,2
Mumbai,Kolkata,Standard,1,1
Kolkata,Pune,Standard,7,8
Mumbai,Hyderabad,Express,7,7
Chennai,Kolkata,Express,6,7
Pune,Hyderabad,Standard,3,4
Bangalore,Ahmedabad,Express,2,2
Delhi,Delhi,Standard,1,1
Bangalore,Hyderabad,Express,3,3
Ahmedabad,Kolkata,Same Day,7,6
Kolkata,Pune,Standard,4,4
Kolkata,Mumbai,Express,3,2
Delhi,Kolkata,Standard,1,1
Chennai,Bangalore,Same Day,1,1
Ahmedabad,Hyderabad,Express,7,7
Chennai,Ahmedabad,Standard,3,4
Hyderabad,Kolkata,Express,4,5
Hyderabad,Chennai,Standard,3,3
Delhi,Bangalore,Express,1,2
Hyderabad,Bangalore,Express,4,3
Ahmedabad,Kolkata,Same Day,2,1
Pune,Hyderabad,Same Day,2,1
Delhi,Ahmedabad,Standard,7,6
Kolkata,Chennai,Same Day,2,1
Chennai,Chennai,Standard,3,2
Mumbai,Chennai,Standard,2,2
Mumbai,Chennai,Express,5,5
Mumbai,Mumbai,Express,4,3
Chennai,Delhi,Standard,5,4
Pune,Ahmedabad,Express,1,1
Kolkata,Mumbai,Same Day,4,4
Hyderabad,Pune,Same Day,2,3
Mumbai,Kolkata,Express,3,3
Chennai,Ahmedabad,Express,7,8
Bangalore,Mumbai,Express,1,1
Delhi,Pune,Express,7,7
Ahmedabad,Delhi,Same Day,7,7
Bangalore,Kolkata,Standard,3,3
Hyderabad,Chennai,Express,5,6
Ahmedabad,Hyderabad,Standard,4,3
Chennai,Bangalore,Same Day,4,3
Ahmedabad,Chennai,Same Day,1,2
Kolkata,Delhi,Standard,6,7
Hyderabad,Delhi,Express,5,4
Bangalore,Chennai,Standard,5,5
Hyderabad,Kolkata,Express,1,2
Bangalore,Hyderabad,Same Day,7,7
Kolkata,Ahmedabad,Standard,6,5
Delhi,Pune,Express,2,1
Mumbai,Chennai,Standard,5,5
Hyderabad,Kolkata,Express,2,2
Ahmedabad,Chennai,Standard,3,4
Pune,Delhi,Same Day,4,5
Kolkata,Ahmedabad,Express,1,2
Mumbai,Bangalore,Express,1,1
Bangalore,Delhi,Standard,4,4
Chennai,Ahmedabad,Express,5,5
Hyderabad,Mumbai,Same Day,2,3
Kolkata,Bangalore,Standard,3,2
Ahmedabad,Mumbai,Standard,3,3
Chennai,Ahmedabad,Standard,6,5
Chennai,Hyderabad,Same Day,1,1
Bangalore,Bangalore,Standard,1,2
Delhi,Ahmedabad,Standard,4,4
Pune,Mumbai,Same Day,1,1
Hyderabad,Bangalore,Same Day,6,6
Kolkata,Hyderabad,Same Day,2,3
Mumbai,Pune,Express,7,6
Pune,Pune,Standard,2,2
Ahmedabad,Pune,Standard,1,1
Mumbai,Bangalore,Express,5,5
Pune,Bangalore,Express,5,6
Chennai,Mumbai,Standard,7,8
Bangalore,Bangalore,Express,5,4
Kolkata,Ahmedabad,Standard,4,5
Kolkata,Pune,Express,7,6
Delhi,Bangalore,Same Day,5,6
Kolkata,Ahmedabad,Standard,4,3
Kolkata,Mumbai,Same Day,3,2
Chennai,Hyderabad,Same Day,7,7
Kolkata,Pune,Same Day,7,8
Chennai,Hyderabad,Same Day,4,3
